timestamp,target_id,x,y,shape_hit
1764255347.4744744,c1,200,114,True
1764255348.2313452,c2,849,608,True
1764255349.003144,c3,197,605,True
1764255349.5654485,c4,654,218,True
1764255350.151339,c5,447,366,True
1764255350.586162,c1,199,139,True
1764255351.417328,c2,831,534,True
1764255351.9053602,c3,190,617,True
1764255352.4151697,c4,719,215,True
1764255352.8733132,c5,397,410,True
1764255353.3003356,c1,173,117,True
1764255353.9151142,c2,824,580,True
1764255354.4192827,c3,241,603,True
1764255354.9954596,c4,668,230,True
1764255355.4982514,c5,354,408,True
1764255355.8871832,c1,226,132,True
1764255356.5404048,c2,834,602,True
1764255357.1024332,c3,242,598,True
1764255357.7931921,c4,667,193,True
1764255358.47541,c5,408,388,True
1764255358.8801098,c1,221,132,True
1764255359.7513683,c2,835,581,True
1764255360.2671049,c3,207,619,True
1764255360.9651518,c4,674,206,True
1764255361.4902532,c5,388,407,True
1764255361.8873034,c1,169,149,True
1764255362.6082714,c2,943,615,False
1764255362.8862336,c2,849,605,True
1764255363.29717,c3,168,666,True
1764255363.9061863,c4,774,175,True
1764255364.3643718,c5,371,397,True
1764255364.7394252,c1,198,136,True
1764255365.2492442,c2,881,566,True
1764255365.759411,c3,228,592,True
1764255366.2831771,c4,706,184,True
1764255366.6361363,c5,337,397,True
1764255367.046356,c1,214,169,True
1764255367.6184494,c2,818,549,True
1764255368.031099,c3,90,596,False
1764255368.3222032,c3,186,597,True
1764255368.7954757,c4,663,191,True
1764255369.1552422,c5,361,395,True
1764255369.57641,c1,227,148,True
1764255370.131323,c2,816,576,True
1764255370.709048,c3,231,615,True
1764255371.2401497,c4,663,192,True
1764255371.6084244,c5,372,379,True
1764255372.0441692,c1,174,158,True
1764255372.635662,c2,804,537,True
1764255373.2134013,c3,170,614,True
1764255373.7382724,c4,705,224,True
1764255374.084198,c5,357,432,True
1764255374.5253105,c1,185,125,True
1764255374.976301,c2,830,607,True
1764255375.4484682,c3,171,620,True
1764255376.229544,c4,677,205,True
1764255376.6403005,c5,380,413,True
1764255377.0913045,c1,228,136,True
1764255377.6151996,c2,830,594,True
1764255378.0891678,c3,169,619,True
1764255378.6884682,c4,698,190,True
1764255379.1601572,c5,381,399,True
1764255379.580363,c1,241,123,True
1764255380.030119,c2,851,573,True
1764255380.5483649,c3,228,635,True
1764255381.2600453,c4,687,188,True
1764255381.695216,c5,368,401,True
1764255382.1304226,c1,250,154,True
1764255382.7091427,c2,798,614,True
1764255383.1655655,c3,181,633,True
1764255383.8183079,c4,700,189,True
1764255384.306205,c5,400,415,True
1764255384.7261379,c1,248,143,True
1764255385.176278,c2,831,580,True
1764255385.6851845,c3,242,642,True
1764255386.3084168,c4,706,215,True
1764255386.750171,c5,398,404,True
1764255387.1703646,c1,239,158,True
1764255387.6352963,c2,818,601,True
1764255388.0483565,c3,182,642,True
1764255388.646541,c4,731,216,True
1764255389.0232165,c5,398,417,True
1764255389.465206,c1,245,173,True
1764255389.945208,c2,855,579,True
1764255390.3803318,c3,161,632,True
1764255390.8236578,c4,651,193,True
1764255391.1991887,c5,425,383,True
1764255391.6184003,c1,201,127,True
1764255392.113246,c2,812,549,True
1764255392.4961612,c3,224,585,True
1764255392.9902894,c4,655,183,True
1764255393.3582342,c5,367,399,True
1764255393.7632828,c1,207,135,True
1764255394.36327,c2,803,604,True
1764255394.841505,c3,204,598,True
1764255395.338405,c4,685,196,True
1764255395.683258,c5,391,417,True
1764255396.194753,c1,95,102,True
1764255396.8602033,c2,763,548,True
1764255397.2804034,c3,181,617,True
1764255397.7456298,c4,729,171,True
1764255398.1363592,c5,352,465,True
1764255398.5642974,c1,220,154,True
1764255398.9693573,c2,819,682,False
1764255399.2611082,c2,795,595,True
1764255399.606151,c3,185,637,True
1764255400.0632598,c4,723,209,True
1764255400.6330569,c5,424,382,True
1764255400.979698,c1,222,147,True
1764255401.4054425,c2,783,583,True
1764255401.8782406,c3,152,613,True
1764255402.3292089,c4,725,209,True
1764255402.689386,c5,410,398,True
1764255403.1992185,c1,237,158,True
1764255403.6262293,c2,785,562,True
1764255404.0833173,c3,143,601,True
1764255404.7061462,c4,712,187,True
1764255405.0353937,c5,420,339,True
1764255405.3734643,c1,148,178,True
1764255406.0184414,c2,762,575,True
1764255406.3932016,c3,212,600,True
