timestamp,target_id,x,y,shape_hit
1764331510.0759695,c1,218,158,True
1764331510.7510166,c2,753,551,True
1764331511.2309425,c3,204,649,True
1764331511.6750689,c4,729,122,True
1764331511.9898722,c5,401,366,True
1764331512.289797,c1,85,58,False
1764331512.6340563,c1,163,131,True
1764331513.2415514,c2,756,532,True
1764331513.7597735,c3,194,615,True
1764331514.3958147,c4,652,173,True
1764331514.6959739,c5,477,388,True
1764331515.080149,c1,246,114,True
1764331515.5451167,c2,740,514,True
1764331515.9258974,c3,185,573,True
1764331516.3160076,c4,719,179,True
1764331516.6611316,c5,360,431,True
1764331516.9237711,c1,188,160,True
1764331517.455964,c2,816,525,True
1764331517.9361205,c3,197,601,True
1764331518.4704037,c4,661,164,True
1764331518.8299522,c5,464,382,True
1764331519.1545484,c1,180,141,True
1764331519.6469104,c2,773,576,True
1764331520.0295756,c3,207,595,True
1764331520.4719706,c4,685,220,True
1764331520.8848345,c5,454,406,True
1764331521.319933,c1,256,180,True
1764331521.815618,c2,888,588,True
1764331522.3092022,c3,207,601,True
1764331522.7974036,c4,631,223,True
1764331523.2838426,c5,419,417,True
1764331523.5249774,c1,172,196,True
1764331524.078942,c2,772,526,True
1764331524.783792,c3,161,570,True
1764331525.450954,c4,755,207,True
1764331525.9690087,c5,401,382,True
1764331526.2759085,c1,207,134,True
1764331526.7108355,c2,800,506,True
1764331527.1019716,c3,93,569,False
1764331527.5449848,c3,165,600,True
1764331528.0159721,c4,706,169,True
1764331528.3557603,c5,402,441,True
1764331528.7359877,c1,193,212,True
1764331529.0959044,c2,806,538,True
1764331529.471103,c3,102,608,True
1764331529.9669695,c4,737,242,True
1764331530.4098012,c5,455,425,True
1764331530.9035957,c1,171,177,True
1764331531.2785358,c2,761,556,True
1764331531.662039,c3,177,659,True
1764331532.1337547,c4,609,196,True
1764331532.5072598,c5,354,436,True
1764331532.9288285,c1,208,212,True
1764331533.4690032,c2,795,567,True
1764331533.8369424,c3,93,632,True
1764331534.3990355,c4,758,212,True
1764331534.8208704,c5,444,430,True
1764331535.1652246,c1,127,170,True
1764331535.5839713,c2,795,547,True
1764331535.9888742,c3,183,637,True
1764331536.625865,c4,665,184,True
1764331536.9416285,c5,388,439,True
1764331537.5718246,c1,230,179,True
1764331537.9840164,c2,822,605,True
1764331538.4408872,c3,80,661,False
1764331538.7670033,c3,148,586,True
1764331539.3199477,c4,660,205,True
1764331539.7538333,c5,406,446,True
1764331540.0990837,c1,233,179,True
1764331540.6007457,c2,819,570,True
1764331541.2538462,c3,148,587,True
1764331541.899192,c4,671,165,True
1764331542.283444,c5,389,454,True
1764331542.734346,c1,188,146,True
1764331543.2108192,c2,814,548,True
1764331543.781052,c3,229,625,True
1764331544.2336173,c4,733,127,True
1764331544.591012,c5,416,359,True
1764331545.4048438,c1,179,132,True
1764331545.9876714,c2,751,515,True
1764331546.8498642,c3,164,606,True
1764331547.2990415,c4,630,207,True
1764331547.5990288,c5,366,422,True
1764331548.03536,c1,231,166,True
1764331548.3789015,c2,849,590,True
1764331548.7689645,c3,170,602,True
1764331549.2420895,c4,683,180,True
1764331549.5719106,c5,408,417,True
1764331549.9179378,c1,174,130,True
1764331550.389914,c2,804,531,True
1764331550.7879066,c3,214,589,True
1764331551.2289164,c4,624,187,True
1764331551.5749505,c5,415,374,True
1764331552.3539367,c1,205,169,True
1764331552.7590036,c2,890,613,True
1764331553.217852,c3,197,557,True
1764331553.6230574,c4,640,179,True
1764331553.9518428,c5,327,432,True
1764331554.4019127,c1,169,164,True
1764331554.9039865,c2,773,527,True
1764331555.6928647,c3,157,594,True
1764331556.2409728,c4,676,167,True
1764331556.5700917,c5,405,445,True
1764331556.9219203,c1,192,135,True
1764331557.3569303,c2,814,527,True
1764331557.7470846,c3,184,593,True
1764331558.1837344,c4,658,200,True
1764331558.5058439,c5,466,373,True
1764331559.216945,c1,144,145,True
1764331559.658767,c2,876,526,True
1764331560.056832,c3,125,557,True
1764331560.5288162,c4,587,236,False
1764331561.0767932,c4,736,189,True
1764331561.436841,c5,407,431,True
1764331561.8127584,c1,148,164,True
1764331562.3219888,c2,840,545,True
1764331562.6669002,c3,155,591,True
1764331563.1087332,c4,692,232,True
1764331563.469004,c5,442,408,True
1764331563.8219717,c1,226,146,True
1764331564.361793,c2,818,556,True
1764331564.8728852,c3,258,607,True
1764331565.263334,c4,701,155,True
1764331565.6538875,c5,416,397,True
1764331565.974676,c1,174,188,True
1764331566.3951964,c2,797,571,True
1764331566.7557747,c3,215,606,True
1764331567.5941038,c4,728,204,True
1764331567.9851842,c5,360,444,True
1764331568.6971035,c1,120,133,True
1764331569.2890425,c2,880,553,True
