timestamp,target_id,x,y,shape_hit
1764855232.5156589,c1,186,164,True
1764855233.0859501,c2,769,532,True
1764855233.5288086,c3,216,606,True
1764855233.979703,c4,811,169,False
1764855234.2645776,c4,735,195,True
1764855234.6547925,c5,342,408,True
1764855235.2015946,c1,191,138,True
1764855235.8168924,c2,848,564,True
1764855236.1846786,c3,107,587,True
1764855236.701728,c4,885,188,False
1764855236.9787931,c4,776,205,True
1764855237.5188806,c5,382,376,True
1764855237.9909458,c1,192,221,True
1764855238.5536773,c2,922,588,False
1764855239.2509406,c2,843,571,True
1764855239.708979,c3,240,583,True
1764855240.3987288,c4,727,207,True
1764855240.7967894,c5,479,358,True
1764855241.2167997,c1,223,186,True
1764855241.6898556,c2,886,533,True
1764855242.1779938,c3,212,583,True
1764855242.633765,c4,670,231,True
1764855243.0468724,c5,446,394,True
1764855243.467037,c1,152,129,True
1764855244.0151644,c2,811,550,True
1764855244.4581108,c3,233,570,True
1764855245.0120492,c4,702,235,True
1764855245.4019961,c5,439,427,True
1764855245.8217952,c1,134,175,True
1764855246.2879324,c2,806,599,True
1764855246.6915717,c3,172,559,True
1764855247.11896,c4,718,198,True
1764855247.5179465,c5,489,382,True
1764855247.9745588,c1,171,144,True
1764855248.4998815,c2,819,539,True
1764855248.948761,c3,115,570,True
1764855249.451977,c4,789,154,False
1764855249.7365773,c4,691,232,True
1764855250.088736,c5,326,409,True
1764855250.472758,c1,181,134,True
1764855250.9669278,c2,867,560,True
1764855251.468852,c3,205,602,True
1764855251.8966749,c4,753,185,True
1764855252.452431,c5,479,425,True
1764855253.1126456,c1,247,162,True
1764855253.571321,c2,853,547,True
1764855253.9517424,c3,147,564,True
1764855254.4397132,c4,644,158,True
1764855255.0017521,c5,407,413,True
1764855255.2866342,c1,191,162,True
1764855255.9236948,c2,953,575,False
1764855256.18676,c2,763,571,True
1764855256.6520543,c3,211,580,True
1764855257.1477764,c4,671,133,True
1764855257.536656,c5,451,356,True
1764855257.873961,c1,190,152,True
1764855258.302906,c2,753,513,True
1764855258.8346472,c3,230,585,True
1764855259.268692,c4,713,240,True
1764855259.6377795,c5,435,406,True
1764855260.035395,c1,174,174,True
1764855260.47802,c2,797,527,True
1764855260.9578295,c3,171,608,True
1764855261.3936598,c4,712,210,True
1764855261.7066033,c5,424,404,True
1764855262.0740604,c1,233,207,True
1764855262.636962,c2,794,583,True
1764855263.0488596,c3,188,601,True
1764855263.4771395,c4,732,200,True
1764855263.829154,c5,440,376,True
1764855264.167592,c1,212,168,True
1764855264.6087532,c2,865,634,True
1764855264.9687116,c3,236,586,True
1764855265.3536515,c4,739,241,True
1764855265.704062,c5,307,412,True
1764855266.0338383,c1,164,159,True
1764855266.4016306,c2,860,599,True
1764855266.7320468,c3,210,626,True
1764855267.1067002,c4,667,250,True
1764855267.42856,c5,427,454,True
1764855267.7446587,c1,132,153,True
1764855268.1266809,c2,829,575,True
1764855268.4571111,c3,178,605,True
1764855268.847885,c4,592,227,False
1764855269.2229285,c4,722,233,True
1764855269.5289063,c5,469,381,True
1764855269.868133,c1,210,149,True
1764855270.24987,c2,820,488,True
1764855270.6849873,c3,222,554,True
1764855271.0670502,c4,701,135,True
1764855271.3747566,c5,384,407,True
1764855271.7187626,c1,147,136,True
1764855272.1246712,c2,898,629,True
1764855272.492634,c3,190,609,True
1764855272.8675654,c4,705,217,True
1764855273.1518612,c5,415,410,True
1764855273.4738417,c1,174,134,True
1764855273.8421123,c2,838,511,True
1764855274.209769,c3,214,583,True
1764855274.577745,c4,709,214,True
1764855274.884198,c5,397,409,True
1764855275.184694,c1,200,196,True
1764855275.5756779,c2,764,567,True
1764855275.9180586,c3,256,586,True
1764855276.3555303,c4,739,234,True
1764855276.6400733,c5,385,439,True
1764855277.292686,c1,207,202,True
1764855277.7426846,c2,918,638,False
1764855278.4837873,c2,883,575,True
1764855278.9038568,c3,169,589,True
1764855279.2743983,c4,713,159,True
1764855279.5870836,c5,397,382,True
1764855279.9326525,c1,232,212,True
1764855280.2996023,c2,843,561,True
1764855280.6966658,c3,189,565,True
1764855281.056981,c4,744,203,True
1764855281.3572886,c5,441,417,True
1764855282.0037792,c1,160,160,True
1764855282.4605336,c2,855,565,True
1764855282.8269413,c3,168,585,True
1764855283.2563498,c4,683,170,True
1764855283.5769632,c5,392,385,True
1764855283.9005544,c1,164,163,True
1764855284.290109,c2,732,486,False
1764855284.6130116,c2,800,529,True
1764855285.0249333,c3,236,572,True
1764855285.397846,c4,727,175,True
1764855285.738077,c5,387,401,True
1764855286.0731227,c1,133,135,True
1764855286.5398047,c2,841,562,True
1764855286.9076815,c3,210,550,True
1764855287.275111,c4,722,199,True
1764855287.5818374,c5,462,383,True
1764855287.9178455,c1,203,153,True
1764855288.2930102,c2,820,528,True
1764855288.64077,c3,273,543,False
1764855288.9997818,c3,224,583,True
1764855289.531771,c4,771,199,True
1764855289.8779016,c5,377,396,True
1764855290.230183,c1,150,196,True
1764855290.6362338,c2,840,604,True
1764855290.9651277,c3,156,626,True
1764855291.4231007,c4,712,189,True
1764855291.7450206,c5,421,419,True
