timestamp,target_id,x,y,shape_hit
1765453423.1428242,c1,137,111,True
1765453424.0266902,c2,763,538,True
1765453424.6060066,c3,118,600,True
1765453425.122493,c4,747,223,True
1765453425.782614,c5,430,421,True
1765453426.4205942,c1,231,166,True
1765453427.0357,c2,874,578,True
1765453427.5906868,c3,249,610,True
1765453428.2976754,c4,681,195,True
1765453429.037859,c5,317,395,True
1765453429.5035017,c1,148,107,True
1765453430.1335492,c2,889,574,True
1765453430.7262702,c3,230,584,True
1765453431.3937495,c4,612,228,True
1765453431.8518083,c5,395,429,True
1765453432.3757792,c1,182,158,True
1765453432.839982,c2,874,578,True
1765453433.3425593,c3,231,612,True
1765453433.9286199,c4,704,210,True
1765453434.5443733,c5,417,441,True
1765453435.0823457,c1,200,146,True
1765453435.7064881,c2,931,583,False
1765453436.1185186,c2,842,573,True
1765453436.7698417,c3,167,577,True
1765453437.5505817,c4,748,194,True
1765453438.1358154,c5,372,419,True
1765453438.8117774,c1,185,147,True
1765453439.4629161,c2,748,554,True
1765453440.092639,c3,184,578,True
1765453440.634321,c4,778,176,True
1765453441.157593,c5,457,392,True
1765453441.8026135,c1,220,147,True
1765453442.4627023,c2,871,555,True
1765453443.0856345,c3,183,616,True
1765453443.6707807,c4,780,231,True
1765453444.1366668,c5,447,377,True
1765453444.6455712,c1,199,171,True
1765453445.3219376,c2,748,573,True
1765453445.950488,c3,242,597,True
1765453446.7388277,c4,716,200,True
1765453447.323509,c5,415,423,True
1765453447.8179238,c1,268,149,True
1765453448.5977447,c2,724,542,False
1765453449.1227813,c2,778,551,True
1765453449.7604644,c3,200,601,True
1765453450.3228257,c4,635,156,True
1765453450.7875652,c5,351,413,True
1765453451.2288349,c1,130,61,True
1765453452.0415964,c2,873,596,True
1765453452.656558,c3,181,598,True
1765453453.2707732,c4,739,206,True
1765453453.6606,c5,380,418,True
1765453454.0975153,c1,82,130,False
1765453454.5598373,c1,191,163,True
1765453455.078551,c2,887,545,True
1765453455.617753,c3,289,595,False
1765453456.1428592,c3,232,588,True
1765453456.8706522,c4,738,180,True
1765453457.485729,c5,394,424,True
1765453458.0804052,c1,178,125,True
1765453458.5581043,c2,838,571,True
1765453459.1582189,c3,240,583,True
1765453459.8039486,c4,608,197,True
1765453460.5078952,c5,387,398,True
1765453460.981778,c1,177,174,True
1765453461.4825292,c2,904,583,True
1765453462.1579156,c3,134,612,True
1765453462.758671,c4,687,245,True
1765453463.1705456,c5,440,373,True
1765453463.6597466,c1,164,170,True
1765453464.123506,c2,776,602,True
1765453464.6865244,c3,203,594,True
1765453465.4438572,c4,681,205,True
1765453466.0205173,c5,410,425,True
1765453466.5379198,c1,196,128,True
1765453467.4517632,c2,866,610,True
1765453468.1506548,c3,257,598,True
1765453469.0427015,c4,722,206,True
1765453469.6866152,c5,397,461,True
1765453470.3230908,c1,262,188,True
1765453470.9098525,c2,861,565,True
1765453471.3816972,c3,242,582,True
1765453471.8696828,c4,725,152,True
1765453472.4856548,c5,451,433,True
1765453473.2274508,c1,216,160,True
1765453473.969713,c2,837,568,True
1765453474.6685946,c3,217,560,True
1765453475.3792663,c4,717,219,True
1765453475.965593,c5,444,388,True
1765453476.60458,c1,205,139,True
1765453477.174239,c2,676,472,False
1765453477.6905699,c2,795,531,True
1765453478.3206093,c3,221,578,True
1765453479.0026295,c4,675,190,True
1765453479.7456458,c5,427,415,True
1765453480.1966553,c1,164,122,True
1765453480.8951364,c2,886,581,True
1765453481.830783,c3,133,581,True
