timestamp,target_id,x,y,shape_hit
1764856575.3397443,c1,174,168,True
1764856575.9320953,c2,834,615,True
1764856576.395653,c3,227,643,True
1764856576.8836699,c4,677,218,True
1764856577.3939495,c5,468,398,True
1764856577.9036808,c1,241,172,True
1764856578.3467607,c2,835,558,True
1764856578.7445242,c3,145,619,True
1764856579.2386343,c4,646,216,True
1764856579.9752195,c5,392,396,True
1764856580.3636897,c1,225,185,True
1764856580.7698183,c2,824,535,True
1764856581.4287162,c3,166,614,True
1764856581.9256666,c4,666,177,True
1764856582.4796855,c5,400,382,True
1764856582.8388114,c1,197,159,True
1764856583.355672,c2,821,572,True
1764856583.805892,c3,209,655,True
1764856584.2647495,c4,683,187,True
1764856584.675808,c5,388,382,True
1764856585.0287635,c1,190,161,True
1764856585.5087438,c2,804,562,True
1764856586.0259538,c3,199,635,True
1764856586.4839709,c4,700,182,True
1764856586.896922,c5,390,401,True
1764856587.2557256,c1,222,165,True
1764856587.6916912,c2,793,615,True
1764856588.0658398,c3,211,649,True
1764856588.4636877,c4,670,220,True
1764856588.8019676,c5,416,429,True
1764856589.1548276,c1,161,171,True
1764856589.5967,c2,792,563,True
1764856589.9498534,c3,236,604,True
1764856590.3467722,c4,644,244,True
1764856590.6839087,c5,430,461,True
1764856591.0357957,c1,195,169,True
1764856591.5168018,c2,803,565,True
1764856591.9289618,c3,138,591,True
1764856592.2886968,c4,734,192,True
1764856592.663899,c5,470,427,True
1764856593.0086708,c1,260,186,True
1764856593.4665942,c2,814,591,True
1764856593.8937423,c3,192,614,True
1764856594.2700057,c4,716,205,True
1764856594.6136696,c5,379,473,True
1764856594.9526787,c1,201,194,True
1764856595.3876572,c2,798,567,True
1764856595.769066,c3,232,625,True
1764856596.0917668,c4,649,224,True
1764856596.428659,c5,331,446,True
1764856596.7667007,c1,175,194,True
1764856597.157246,c2,744,545,True
1764856597.5541692,c3,287,590,False
1764856598.6127734,c3,163,557,True
1764856599.0839074,c4,672,169,True
1764856599.4676402,c5,412,458,True
1764856599.7970183,c1,238,177,True
1764856600.2017322,c2,862,602,True
1764856600.6070454,c3,152,650,True
1764856601.0569026,c4,661,224,True
1764856601.4018242,c5,450,422,True
1764856601.731989,c1,251,181,True
1764856602.2127593,c2,872,573,True
1764856602.7969453,c3,211,621,True
1764856603.178736,c4,669,270,True
1764856603.5785959,c5,414,477,True
1764856603.921849,c1,203,86,True
1764856604.4239717,c2,908,573,True
1764856604.8377554,c3,247,638,True
1764856605.152893,c4,655,231,True
1764856605.5421438,c5,450,418,True
1764856605.886949,c1,171,175,True
1764856606.2920794,c2,924,628,False
1764856606.6066985,c2,840,607,True
1764856607.0496666,c3,247,636,True
1764856607.401643,c4,591,262,False
1764856607.7468028,c4,637,243,True
1764856608.121733,c5,430,422,True
1764856608.466562,c1,228,181,True
1764856608.9249606,c2,823,549,True
1764856609.3739545,c3,232,617,True
1764856609.7868395,c4,664,191,True
1764856610.1767333,c5,440,414,True
1764856610.52889,c1,213,159,True
1764856610.9426703,c2,797,558,True
1764856611.3087904,c3,225,595,True
1764856611.6328976,c4,629,227,True
1764856611.9839253,c5,426,437,True
1764856612.3067963,c1,160,182,True
1764856612.7039533,c2,831,574,True
1764856613.1086495,c3,228,603,True
1764856613.4386806,c4,714,197,True
1764856613.7766578,c5,361,419,True
1764856614.0387356,c1,213,148,True
1764856614.4885855,c2,864,594,True
1764856614.8565862,c3,245,610,True
1764856615.2019606,c4,681,196,True
1764856615.561553,c5,422,418,True
1764856615.8537996,c1,223,161,True
1764856616.2738812,c2,805,542,True
1764856616.7168586,c3,219,615,True
1764856617.0769486,c4,613,295,False
1764856617.458698,c4,664,233,True
1764856617.8037367,c5,399,420,True
1764856618.1197283,c1,198,208,True
1764856618.5255127,c2,802,570,True
1764856618.8785367,c3,263,622,True
1764856619.259809,c4,718,255,True
1764856619.6038737,c5,384,441,True
1764856619.9266768,c1,167,138,True
1764856620.4437573,c2,815,575,True
1764856620.8868952,c3,224,610,True
1764856621.2986467,c4,683,221,True
1764856621.598918,c5,417,411,True
1764856621.91389,c1,270,191,True
1764856622.4486022,c2,914,653,False
1764856622.7387648,c2,869,613,True
1764856623.1969616,c3,201,647,True
1764856623.6617362,c4,683,230,True
1764856624.0078526,c5,425,436,True
1764856624.3889198,c1,240,178,True
1764856624.8319705,c2,779,564,True
1764856625.289939,c3,226,634,True
1764856625.709109,c4,697,177,True
1764856626.0624735,c5,412,397,True
1764856626.346705,c1,188,151,True
1764856626.8400934,c2,816,561,True
1764856627.2467792,c3,209,595,True
1764856627.7865858,c4,661,171,True
1764856628.138649,c5,423,407,True
1764856628.4337368,c1,201,105,True
1764856628.8827531,c2,814,548,True
1764856629.2426758,c3,204,617,True
1764856629.632814,c4,668,198,True
1764856630.0136573,c5,458,390,True
1764856630.3435786,c1,189,184,True
1764856630.7419584,c2,781,525,True
1764856631.1848917,c3,230,612,True
1764856631.5817187,c4,665,255,True
1764856631.9337053,c5,376,429,True
1764856632.2799668,c1,214,214,True
1764856632.8188858,c2,828,551,True
1764856633.2394898,c3,214,589,True
1764856633.6076808,c4,725,191,True
1764856633.9968753,c5,417,425,True
1764856634.333716,c1,183,215,True
1764856634.8671389,c2,819,545,True
