timestamp,target_id,x,y,shape_hit
1765453316.897436,c1,134,111,True
1765453317.504749,c2,856,600,True
1765453318.224563,c3,147,617,True
1765453318.9146388,c4,716,173,True
1765453319.739775,c5,465,427,True
1765453320.4289203,c1,171,141,True
1765453321.29076,c2,915,559,True
1765453321.9956474,c3,209,598,True
1765453322.7086802,c4,735,222,True
1765453323.3097706,c5,380,436,True
1765453323.9237876,c1,158,146,True
1765453324.8768337,c2,897,570,True
1765453325.5217838,c3,199,594,True
1765453326.2187052,c4,654,194,True
1765453326.775671,c5,412,438,True
1765453327.2466936,c1,170,149,True
1765453327.7497032,c2,823,567,True
1765453328.215095,c3,135,615,True
1765453328.716596,c4,636,113,True
1765453329.3467922,c5,451,381,True
1765453330.0966983,c1,181,163,True
1765453330.7946296,c2,826,587,True
1765453331.5516815,c3,211,616,True
1765453332.046602,c4,677,258,True
1765453332.5641854,c5,468,457,True
1765453333.0220103,c1,103,154,True
1765453333.5538142,c2,801,540,True
1765453334.1466403,c3,174,593,True
1765453334.6274455,c4,666,206,True
1765453335.0475712,c5,414,417,True
1765453335.647629,c1,194,139,True
1765453336.0668137,c2,804,638,True
1765453336.5467784,c3,163,624,True
1765453337.2518241,c4,708,194,True
1765453337.6488948,c5,371,497,True
1765453338.1135714,c1,169,123,True
1765453338.5795228,c2,883,659,False
1765453338.983641,c2,789,565,True
1765453339.5626724,c3,230,582,True
1765453339.9975696,c4,651,279,True
1765453340.5000534,c5,294,401,False
1765453341.0690148,c5,394,429,True
1765453341.5636985,c1,245,147,True
1765453342.082619,c2,891,561,True
1765453342.7046194,c3,134,595,True
1765453343.2596414,c4,622,186,True
1765453343.7316911,c5,307,422,True
1765453344.271709,c1,108,103,True
1765453344.744776,c2,841,616,True
1765453345.298659,c3,253,591,True
1765453345.7946534,c4,535,169,False
1765453346.2816987,c4,714,205,True
1765453346.7698197,c5,442,373,True
1765453347.4586368,c1,153,138,True
1765453348.0436206,c2,808,535,True
1765453348.8623202,c3,168,589,True
1765453349.7916822,c4,713,181,True
1765453350.4139473,c5,401,380,True
1765453351.043729,c1,156,151,True
1765453351.7785454,c2,760,555,True
1765453353.0167577,c3,233,584,True
1765453353.556576,c4,759,202,True
1765453353.9997303,c5,430,501,True
1765453354.7487912,c1,227,111,True
1765453355.393737,c2,854,581,True
1765453356.1597042,c3,254,563,True
1765453356.6536553,c4,763,253,True
1765453357.2396376,c5,390,440,True
1765453357.727527,c1,187,147,True
1765453358.4468844,c2,860,585,True
1765453359.317811,c3,208,578,True
1765453359.9768689,c4,730,216,True
1765453360.5847478,c5,420,421,True
1765453361.0728018,c1,178,90,True
1765453361.6337576,c2,831,563,True
1765453362.1739812,c3,211,572,True
1765453363.006805,c4,667,199,True
1765453363.5087576,c5,314,449,True
1765453364.0268488,c1,170,111,True
1765453364.582847,c2,913,632,False
1765453364.9487104,c2,837,587,True
1765453365.6778755,c3,187,607,True
1765453366.1486523,c4,730,138,True
1765453366.6737702,c5,437,448,True
1765453367.1027827,c1,90,114,True
1765453367.9497504,c2,810,583,True
1765453368.4367788,c3,227,541,True
1765453369.097777,c4,671,197,True
1765453369.7048483,c5,419,454,True
1765453370.251629,c1,165,131,True
1765453371.0840094,c2,803,594,True
1765453371.6387942,c3,193,632,True
1765453372.3598604,c4,678,199,True
1765453372.9436333,c5,338,424,True
1765453373.379701,c1,179,76,True
1765453374.1066933,c2,844,613,True
1765453374.6839588,c3,185,597,True
1765453375.1045928,c4,565,262,False
1765453375.673836,c4,729,199,True
